"DT JJ NNS IN DT NN VBP : DT JJ NN , IN JJ NN , VBG CD NN IN DT NNP NNP NN IN DT NN , TO DT NN IN DT JJ NN IN ( NN ) JJ NNS VBG IN DT NN : NNS VBP IN DT NN CC PRP$ NN VBZ NN IN DT JJ NN NN , NN , VBG , VBG IN DT JJ NN NNS WDT VBP DT JJ NN , CC ( IN NN ) IN DT NN PRP CD VBG ( NN VBN ) IN DT JJ JJ NN NN NN CC NNP VBP IN DT NN , IN NNP NNP NNP DT NNP NNP CC NNP NNP , VBN IN NNP NNP NNS CC JJ NNS : IN VBG NNS NNP IN DT JJ JJ NN VBG NN IN NNP NNP VBN IN CD , RB NNP NNP NNP NNP TO DT NN CC NNP NNP NNP NNP NNP TO DT JJ NNP NN IN DT JJ CC JJ NNP IN DT NN : NN IN DT JJ NN IN DT NNP NNP NNP IN DT NNP NNP NNP NNP NNP : IN DT NNP NNP NNP NN NNS , NN NNS , NN NN , NN NNS , NN NNS , JJ NNS , NN NN , NN NN CC NNS POS NN NN IN JJ NNS , NNP NNP VBD DT NN IN VBG DT JJ NN IN NNP WRB JJ JJ NNS VBD VBN TO VB IN NNP ( VBG VBN IN NNS ) , CC DT NN NN VBD IN DT NN .",1
DT NNP NNP NNP VBD RB VBN RP IN CD .,1
"RBR IN PRP$ NN , PRP VBD IN NNS IN NN NN IN NNP NNP NNP NNP , NNP NNP IN DT NNP NNPS : NN NN IN DT NNP NNPS NNP IN NNP , NNP NNP , NNP CC NNP NNP NN : CC NN NN IN NNP NNP , RB NNP NNP NNP NNPS NNP IN NNP IN DT NNP NNP CC RB NNP NNP IN DT NNP NNP IN DT NNP NNPS .",1
PRP VBD RBR NN IN DT JJ CD VBD .,1
"DT NN CC NN RB VBD IN DT JJ NN NN `` DT NNP '' , IN WDT PRP VBD NN IN NNP , WDT NNP RB VBZ IN JJ VBG NNP IN `` DT NNP '' .",1
`` NN '' IN DT NNP MD VB VBN IN DT JJ NN IN DT NN IN JJ NNS .,1
( NNS .,1
"RB JJ NN NNP ( NNP , CD ) NNP NNP VBZ DT JJ IN CD JJ JJ NNS IN DT NNP NNP , CC VBD VBN IN NNP .",1
"VBN IN NNP , NNP , NNP NNP VBD NNP NNP IN NNP CD IN NNP NNP NNP IN DT JJ NN .",1
"PRP$ NN VBZ VBN VBN IN NNP NNP CC NNP DT NNP PRP VBD PRP$ CD JJ JJ NN IN CD IN NNP CD , CD IN DT JJ NNP NNP IN NNP .",1
"IN VBG NNP NNP NNP , PRP VBD NNP NNP NNP NNP IN NNP , NNP .",1
DT NN VBZ RB VBN IN DT NN IN DT CD NNS IN NNP POS NN .,1
NNS NNP NNP CD ( CD ) : JJ .,1
JJ NNS VBP VBN JJ NNS IN DT JJ NN .,1
"IN DT NNP , CD NN .",1
CD ) NNP NNP IN NNP NNP PRP$ NN IN NNP CC DT NNP NNP NNP VBZ DT NNP NNP NNP NN IN NNP NNP .,1
DT NNS RB VBP RB JJ JJ NN NNS .,1
DT NN IN `` JJ NN '' VBZ PRP$ NNS IN JJ NN RB RB IN DT CD TO CD NNS .,1
"RB IN DT NN IN NN VBN , JJ NN NN JJ TO NNS MD VB TO JJ NN NNS CC JJ NNS IN NN MD VB NN IN JJS NNS .",1
"IN DT VBG NN , JJR NN VBD VBN , CC DT NNS IN NNP NNP , WDT VBD VBN IN DT NNP , VBD VBN IN DT NN , VBG CD NNS ( CD NN ) , IN WDT NN VBD VBN TO DT JJ IN DT NNP NNP CC DT NN IN NNP NNP .",1
"DT VBP DT NNS IN DT NNS POS NN NN NN , CD IN CD NNS IN JJ NNS IN JJ NNS IN DT CD NNP NNPS IN NNP .",1
"PRP MD VB JJ IN IN `` JJ NN IN IN NNP '' , WDT MD VB DT NN IN JJ NN , VBZ DT NN VBG RP `` IN DT JJ NN NN '' , CC VBZ DT JJ NN NN IN VBG `` JJ NN IN PRP VBD IN NN TO NN '' .",1
"IN DT CD NN , PRP$ NN VBD CD , IN CD NNS .",2
"DT JJ NN IN CD , DT JJ NN NN VBD IN NNP , VBD VBN NNP NN IN NNP NN FW NNP CC NNP NNP .",1
IN NNP POS NN VBD RBR IN DT JJ NN IN DT CD JJ NNS VBD VBN IN JJ NNS RB RBR VBD NN .,1
"PRP VBD IN NNP IN $ CD IN NNP CD , CD .",1
"DT RBS JJ NNS VBP VBN TO NNS IN NNS NN , NN , JJ NN CC DT JJ NNS .",1
NNP NNP VBZ VBN VBN IN DT JJ NNP NN IN NNP NNP CC NNP NNP JJ NNP NNP .,1
PRP VBP RB IN DT NNP NNP NN IN NNS CC JJ NNS .,1
"NNP NN NNP NN VBD VBG DT JJ NN IN CD NNP CD , VBD CD , IN DT NNP NN .",1
"IN DT JJ NN , JJ NNS VBD IN DT IN NNP .",1
"NN IN NNS IN NNP NNP VBG NNP ( NNP ) NNP NN IN DT NN IN DT NNP NNP IN NNP VBD NN IN CD NNP CD , VBG DT NN IN DT NNP NNP IN DT JJ NN CD NNS RBR .",1
"NNP , CD NNP NNP NNP NNS VBP , NNP NNP , NNP NNP CC NNP NNP ( DT .",1
DT NN NNP VBZ DT NN NN IN NN .,1
"IN JJ , JJ NN VBZ DT VBG NN IN VBG JJ NNS JJ TO VB IN DT NNS IN JJ NNS IN NN IN DT NN .",1
EX VBZ DT NN IN DT NNS IN JJS NNS VBP IN DT JJ NN .,1
NNP NNP NNP CC NNP VBP RB VBN VBN NNS IN NNP .,1
NNP VBZ DT JJS NN IN DT NN NN .,1
"PRP$ JJ NN VBD DT NN NNP NNP NNP NN , PRP$ NN DT NN NNP NNP NNP CC PRP$ NN NNP NNP NNP VBZ DT JJ ( CD ) NN IN DT JJ NNP .",1
"JJS IN DT NN VBD VBN IN DT NN IN DT NNP NN IN CD , IN DT JJ NN IN DT NN IN DT NN VBZ IN NN CC VBZ RB DT NN NN .",1
: NN NNP NNP .,1
RB DT NN IN JJ NN VBZ VBN IN DT NN IN VBG NN .,1
DT NNS IN DT NN VBP PRP$ JJ JJ NN CC NN NNS DT NN IN CD TO CD IN NNS CC IN CD TO CD IN NNS .,1
DT NNS VBD RB VBN RP CC VBN .,1
"NNP NNP VBD , `` RB CD NNS VBD VBN IN DT JJ NNS IN NNP , CC RB NNS IN DT JJ NN VBD RB VBN TO VB VBN IN NN IN NNS WDT DT WP VBP VBN TO VB VBN PRP VBD TO NN .",1
"PRP VBD VBN TO DT CD NNP NNPS NNP IN NNP NNP , CC VBD RB VB TO VB JJ TO PRP$ NN RB TO DT JJ NN NN .",1
"DT NNP POS JJ NN , IN DT NNP POS NNP , VBD RB RBR RB VBN , VBG IN CD NNS RB .",1
IN CD NNP CD PRP VBD VBN IN DT NN IN DT NN VBG DT NNP NN IN DT NN IN NNP .,1
"NNP NNP NNP CC DT NNP NNP NNP , VBD IN NNP CD , CD , CC VBN IN NNP NNPS IN NN NN NNP NNP NNP CC PRP$ NN ( VBN IN NNP NNP IN NN NN CD , IN DT JJ NN IN PRP VBP PRP ) DT NNP NNP ( VBN IN NNP NNP IN NN NN CD , IN DT JJ NN VBP RB NNP ) NNP NNP ( VBN IN NNP CD , CD , VBN IN NNP NNP NNP IN NN NN JJ , IN DT JJ NN NNP CC NNP NNP ) DT NNP NNPS ( VBN IN NNP CD , CD , VBN IN NNP NNP IN NN NN CD , IN DT JJ NN NNP NNP ) NNP NNP NNP ( JJ : NNP NNP ) ( VBN IN NNP NNP IN NN NN CD , IN DT JJ NN NNP NNP NNP ) VBZ DT NN NNP NNPS IN DT CD TO CD NN NNP NNP NNP NN IN NNP NNP DT NN NNP , NNP ( CD ) .",1
"IN DT NN NN , VBN IN DT JJ JJ NN NN , DT NN VBZ PRP TO VB PRP$ NN NN POS NN .",1
NNP NNP VBD DT NNS IN NNP .,1
"IN CD DT NNP POS NN VBZ VBN NNS TO IN CD NNS IN DT CD NNS DT NN , VBN IN DT JJS NN TO VB DT NN IN CD .",1
`` NNP NNP .,1
"NN VBZ DT NN `` JJ NNP CD : $ CD , CD '' .",1
PRP VBD DT JJ JJ NN PRP VBD IN DT JJ NN .,1
CD NNP CC CD NNS IN CD NNS .,1
"NNP VBZ RB VBN CC VBN IN JJ NNS JJ IN NNP NNP , CD NNP , NNP NNP , DT NNS , DT NNP NNP , NNP , NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP CC DT NNP NNP .",1
DT CD IN NNP NNP POS CD JJ NNS VBZ VBN IN DT JJ NN NN .,1
PRP VBD JJ JJ NNS WP VBD JJ NN IN DT NNS CC NN NNS .,1
DT JJ NN IN DT NNS NN NN VBZ JJ .,1
NN VBZ VBN IN JJ NN ( NNP CC NNP CD ) .,1
"IN DT NN , NNP NNP , DT JJ NN IN DT NN , VBZ NN IN NNS .",1
DT NNP NNP NN NNS NN IN DT NN POS JJ NN .,1
`` NNP NNP NNP VBZ VBN DT NN IN NNS IN DT NN IN NNP POS NNP .,1
( NNP ) NNP NNP : ( NNP ) NNP NNP : ( NNP ) NNP NNP : ( NNP ) NNP NNP : ( NNP ) VBD NNP NN : ( DT ) NN NNPS TO DT JJ NN .,1
PRP VBD CD NN NNS IN CD CC DT NNP NN VBD VBN IN DT NNP IN DT NN ( JJ CD VBG NNS ) CC VBD DT NNP IN JJ NN ( VBG RB CD NNS ) .,1
"IN CD , VBD CD , PRP VBD DT NN IN NNP NNP , ( CD CD ) , DT NN VBZ NN CC NN WP VBZ VBN CC VBN JJ NNS IN NNP , CC IN NNP WP VBD VBN PRP$ JJ NN IN NNP , DT JJ JJ NN , ( JJ NNP NN , NNP , IN CD .",1
CD JJ NN CD NNP CD .,1
DT NN VBZ RB VBN IN PRP$ JJ NN NN CC JJ NN .,1
"NNP NN IN JJ NNS IN NN IN DT NN , RB IN VB PRP IN VBZ JJ IN NN NNS NNP IN JJ NN NNP IN NN ( NNP POS NN ) CC VBG IN NN VBD NN : NN NNS VBP JJR IN NN NNS , IN JJ NNP NN CC NN NN VBD NN NN CC NN NNP VBZ , NNS CC RB IN NNS , NN NNS , CC NNS NNP NNS NNP VBP NNP NN , CC JJR IN NNS NNP IN NNS CC NN : NNS VBP IN NNS VBD NNS IN NN CC NN NNS , RB VBG NNS CC NN JJ NNP CC NN IN JJ NN JJ TO RBR JJ NN JJR NN NN IN NN CC NN NNS CC NN NNS , IN JJ JJR NN NN IN NN CC NN NNS CC NN NNS , IN JJ NNP ( NN ) IN DT NN IN NNS , NNS VBP DT NN IN JJR NNS IN NN : NN RB VBZ DT NN CC VBZ DT NN IN NN NN IN NNS , NNS , NNS , CC NNS .",1
"VBG TO DT NN , NNS VBP JJ `` IN DT JJ NN : IN JJ NN , IN NN IN NNP PRP CC IN NN TO NN '' .",1
"NNP NNP ) NNP ( JJ : CD , NN .",1
NN `` JJ JJ NN .,1
NNP NN ( NNS .,1
NN IN DT NNP VBD IN DT JJ JJ NN .,1
DT NN IN NNP POS NN VBD VBN TO VB RP IN $ CD CD VBN IN NN NNS .,1
DT NNP RB VBZ NNP CC NNS IN DT JJ NN VBZ TO VB .,1
DT NN MD VB DT IN JJ NN CC VB PRP CC VB JJ NN CC NN NNS IN IN VBG JJ NN NNS IN TO VB CD .,1
NN .,83
PRP VBD JJ NNS IN DT NNP NNP .,1
"NNP CC NNP VBD RB VBN NN TO VB NN IN JJ NNS , VBG DT NN NN IN NNP NNP CC JJ NN IN NNP NNP .",1
"DT NNS , WDT VBP DT JJ NN , VBP IN NNS MD : VB CC VB IN DT NNP NNS .",1
"PRP$ NN VBZ RB JJ , CC PRP VBP DT NNS IN PRP IN CD JJ CC CD RB JJ CD , CC DT VBP RB TO VB TO PRP , EX VBG JJ IN .",1
PRP RB VBD PRP IN DT NN IN NNP .,1
"NNP NNP NN IN DT NNP NNP NNS NNP NNP , CD NNS , CD NNP CD , JJ NN .",1
"IN CD , NNP NNP VBD DT JJS NN NNS IN NNP .",1
"IN CD NNS IN VBG IN DT NN , NNP VBD PRP$ JJ NN IN DT NN IN CD IN VBG NNS RB .",1
NNP NNP IN NNS IN CD IN NNP VBD JJ IN DT NNP IN NNS CC VBD DT NNP IN JJ NN IN DT JJ NN IN DT JJ CD NNS .,1
DT NNPS VBD TO DT NNP NNPS IN DT NNP NNP IN DT CD NNP NNP .,1
"WP DT NNP NNP , DT NNP NNP NNP ( CD ) DT NNS VBN IN NNP NNP CC NNP NNP NNP NNP NNP NNP NNP ( CD ) PRP VBP DT NNP VBN IN NNP NNP CC NNP NNP NNP DT NNP : NNP NNP ( CD ) VB PRP$ NNP VBN IN NNP NNP NNP , DT NNP VBN IN NNP NNP , NNP NNP NNP CC NNP NNP NNP DT NNP , NNP RB VBD DT JJ CD NNP ( CD ) NN , UH , JJ NNP NNP NNP NNP ( CD ) : NNP NNP , NNP NNP NNP NNP NNP ( JJ CD ) VBP `` NNP NNP NNP NNP '' NN `` NNP NNP NNP CD '' VBD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNS '' VBP IN NNP NNP NNP CD NNP NNP NNP NNP NNP NNP IN DT NNP NNP NNP NNP NN : JJ .",1
"IN VBG TO DT JJ NN IN DT NN , RB RB IN DT JJ NN VBZ VBN PRP VBP , JJ , RB PRP VBZ JJ : CC IN PRP MD RB VB VBN , CC NN RB , PRP VBZ VBD , JJ , PRP VBZ RB JJ .",1
NNP NNP VBZ VBN IN DT NNP NNP .,1
"DT JJ NN NN RB VBD DT NNS VBP TO VBG VBN CC VBN , VBG TO NNS VBN IN NN .",1
NNP VBD DT NN IN NNP NNP IN NNP CD CC RB IN IN PRP VBD VBN DT NNP .,1
NNP ( NNP NNP ) CC NNP NNP ( NNP NNP ) VBP TO VB JJ NN .,1
"NNP VBZ DT NNP DT NN NN TO DT NNP , DT NN IN JJ NN IN DT NNP NN IN NNP , NNP .",1
"DT NN NN NNP CD IN JJ NN VBN NN , NN , CC NN IN JJ NN NNS TO VB NNS VB NN WDT VBZ DT JJ NNS .",1
"PRP RB VBD DT NN NN NN , IN IN NNP NNP IN NNP .",1
"DT NN IN NNPS IN DT JJ NN IN CD VBD TO DT JJ NN WRB NNP , IN DT JJ NN , VB DT NNP TO VB DT JJ JJS JJ NN .",1
CD : NN .,1
DT VBZ RB VBN IN DT JJ JJ NN NN .,1
DT NNP NN CC DT NNPS IN NNP VBD DT NN IN NN .,1
CD : NNP NN .,1
`` NN IN NNP NNP NNP NNP IN NNP NNP NNP : NNP NNP ( DT NNP NNPS ) '' .,1
"DT NN NN VBN IN NNP NNP ( IN DT NNP NN NN NN CC JJ NNS NNP VBD ) VBZ DT NN IN NNP NNP NNP IN DT NN , DT RBS JJ IN PRP , NNP NNP ( IN DT NNP NNP ) , VBZ DT NN .",1
PRP VBZ DT NN NN VBD IN DT JJ NN .,1
IN CD PRP VBD DT NN IN NNP .,1
"NNP , WP VBD DT NN POS JJ JJ NN IN CD .",1
"NNP NNP NN IN DT JJ NNP VBG NN NNP NNP , CD NNP CD , JJ NN .",1
"VBG NN IN DT NNP IN NNP NNP , DT JJ NNS RB VBP IN NNP VBD TO VBG JJR NNS IN DT NNP POS NNS CC NNS .",1
"IN DT JJ NN , EX VBZ DT NN , CC RB NN , IN JJ NNS IN DT CD NN , CC RB VBN NNPS CC JJ NNPS IN DT JJ .",1
"IN DT NNP VBG JJ NNS VBZ VBN IN JJ NNS VBG DT NN NN CC RB VBG DT JJ NN , VBG NNP , WDT VBD VBN IN IN NN , NN IN DT NNS .",1
"DT NN VBZ IN IN DT NN RB IN DT JJ NN : NNP , NNP , NN .",1
"DT NNS VBP RB VBN RP IN DT JJ NN NN , CC RB VB RP IN JJ NN NNS CC JJ NN NN NNS WDT VBP DT NN CC VB DT NN .",1
`` NN IN JJS JJ NNS NNP NNP VBD DT NNP JJ NN NN WP VBD IN DT NN RB .,1
EX VBP RB JJ NNS IN NNP .,1
"PRP VBD NN IN DT NNP NNP IN CD , VBG JJ NNS CC VBD RB JJ IN DT NN IN DT NNP NNP IN CD .",1
"IN VBG IN JJ NN , NNP VBD NNP NNP , CC VBD IN DT NNP IN NNP NN IN CD .",1
"NNP VBZ DT NN IN WRB NNS VBP NNS , NNS CC JJ JJ NNS IN NN .",1
"NNP VBD VBN IN JJ VBG NNS IN DT NNS , RB RB DT NNP NNP VBD VBG IN DT CD NNP NNP PRP VBD DT NN IN DT JJ NN , CC PRP VBP RB VBN IN JJ JJ NNS IN JJ NNS .",1
NNP NNP NNP NNP NNS NNP NNPS NNP NNP NNP NNP NNP .,1
NNP VBZ RB CD NNS JJ CC JJR IN CD JJ JJ .,1
"IN DT NNP JJ NN IN DT NNP NNP IN NNP NNP NNP , NNP VBD DT NN IN DT JJ NN .",1
NNP NN NNP VBD IN DT NNP IN CD IN PRP$ NN IN CD .,1
IN NN PRP VBP JJ NN IN NNS IN JJ CC JJ NN IN JJ PRP VBP DT NN WDT VBZ VBN IN RB IN NN CC IN NN PRP VBP PRP CC VB IN PRP$ JJ NN .,1
DT JJ NN NNP VBZ DT NN IN NNP PRP CC NNP IN NNP NNP NNP .,1
"RB IN PRP VBD JJR , DT NN RB VBD RBR JJ , IN JJ JJ NNS VBN RB .",1
"NN NNP NN , CC RB PRP VBD IN NNP , WRB PRP VBD IN JJ CC NN NN NN IN CD .",1
"PRP VBD CD NNS IN DT NN , WRB PRP VBD VBN IN JJ NN NNP NNP .",1
PRP VBD RB DT NN IN NN IN CD .,1
IN DT NN IN JJ CC JJ NN VBZ JJ JJ NN DT NN VBZ WRB NN VBZ RB VBN RBR RB TO VB PRP .,1
"IN PRP$ CD NN NNS IN DT NNP , PRP VBD CD NNS IN DT JJ NN IN CD .",1
PRP RB VBD NNP NNS IN DT NNP IN WDT PRP VBD DT NNP VBD DT NNP NNP NNP IN VBG DT CD .,1
"NNP NN NNP , NNP CC NNP IN DT NN IN CD NNS IN CD .",1
"PRP VBZ RB VBN IN NNP POS NN NN VBD IN IN DT NNP VBG DT NN IN NNS JJ TO DT NNP NNP NNP : DT NNP POS NN , IN NNS , VBZ VBN IN DT NN CC VBZ VBN PRP$ RBR JJ CC JJ NNS , VBG PRP DT NNP NNP NNP .",1
NN VBZ IN `` JJ DT CD NNS PRP$ JJ .,1
"IN NN TO DT , DT NNP NNP VBZ JJ NNS TO JJ RB JJ NNS IN DT JJ NN .",1
") IN DT JJ NN , NNP VBD PRP$ NN IN NNP TO NNP .",1
CD NNS IN DT NN IN NNP NNP .,1
DT NN VBD DT JJ JJ NN IN CD CD IN DT NN WDT VBD VBN VBN IN DT JJ NN IN DT JJ NN .,1
"RB RB , NNP CC NNP VBD VBN NN TO VB DT NN IN NNP NNP , WP VBD RB CD NNS JJ .",1
"NNP , NNP : NNP , NNP : JJ , NNP .",1
DT NNP NNP VBD : `` PRP VBD : `` PRP$ NNS VBD VBG RB JJ CC IN CD NN PRP VBD EX VBZ RB DT NN NN '' .,1
"NNP NNP ( VBN NNP CD , CD IN NNP , NNP ) VBZ DT JJ NN .",1
IN CD DT NN IN DT NNP .,1
"IN JJ NN VBZ RBR JJ , DT NN VBZ TO VB RP DT IN DT NN NN NNS IN NN TO VB JJ NN CC VB DT JJR JJ NN TO DT JJ NN .",1
NNP RB VBD DT JJ JJ NN NN IN DT NNP NNP NNP IN DT NNP NNP NNP RB TO DT NNP NNP .,1
"DT JJ NN CC VBG NN NNP NNP VBD IN DT JJ NN VBN RB VBN IN DT JJ NN TO NNP NNP , CC VBD VBN IN JJ IN NNP IN CD NNP .",1
NNP ( NNP NNP NNP ) .,1
"DT NN , VBN IN DT NN IN NNP IN JJ NNP WRB PRP VBD , VBD RB CD NNS IN NNP CD , CC VBD IN NN IN JJ NNS .",1
"JJ CD CC CD NNP NNP NN VBD IN JJ NNP IN NNP IN NNP , NNP CC NNP .",1
PRP VBZ DT NN IN DT NNP NNP .,1
"NNP NN VBZ DT NNS IN JJ NN NN , DT JJ NN NN IN DT NN NNP , DT NNP NNS .",1
"NNP VBD IN IN DT NNS MD VB VBN CC JJ NNS TO DT NN VBN , DT NNS IN DT NN MD VB VBN IN IN DT NN .",1
"CD NNP NNP NNS VBD RB IN NNP , VBG PRP$ NN IN DT NNP NNP IN NNP POS NN .",1
"DT JJ NN IN DT NNS IN NNP , NNP CC NNP NN NNS IN DT NN IN NNP .",1
CD NN IN CD .,2
NNP NNP VBD JJS IN DT NN IN DT NN NN WDT PRP VBD NN VBN IN DT NN IN NN WDT VBZ IN DT NN NN .,1
DT DT VBD VBN JJ IN DT NN IN NN NN IN NN .,1
DT NN VBZ VBN VBN IN DT NNP NNP NNP CC VBD RB VBN IN CD .,1
"$ CD TO DT NN , DT NNS VBP DT JJ NNS TO DT NNP NNP NN NN .",1
: ( ) IN NNP VBG DT NNS IN NNP VBD DT JJ NN .,1
"CD CD NNS IN NNP NNS , VBZ IN CD NNS IN NNP CC IN CD NNS VBP VBN IN DT NNP .",1
NNP NNP VBD VBN IN JJ NNP NN NN NNP NNP IN DT NNP NN .,1
"DT JJ NN IN NNP VBD VBN IN NN NNP , RB IN DT NN IN JJ NNS .",1
"NNP POS NNS VBD CD , VBG EX VBZ DT JJ NN NN IN DT NN WDT VBZ DT NN TO VB IN JJ NN .",1
"PRP VBD TO NNP , NNP , IN CD , WRB PRP VBD NNP CD , CD .",1
DT NNP NNP NNP NNP VBZ VBN CC VBN IN DT JJ NNS : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS VBZ DT JJ NNP VBZ DT NNP NNP NNP NN IN NNP .,1
JJ NN ( NNP PRP CC NNP NNP NNP ) DT NNP NN VBZ DT JJ NN IN DT NNP NN VBG NNS CD IN DT NN NNS JJ NN VBD IN NNS .,1
IN DT NN DT JJ NN VBD NN VBD VBN .,1
"NNP NNP ) JJ NNP ( CD , NN .",1
"CD NN ) , CC CD CC JJR ( CD .",1
"DT JJ NN IN DT NN IN DT NN IN NNP VBZ VBN IN JJ NNP ( NNP ) , WDT VBZ RBR VBN IN NNP CC NNP NNP ( JJ CC JJS IN NNP ) .",1
IN DT NN PRP$ NN VBD .,1
"DT NN , DT JJ NN VBN CC JJ NNS TO VB NN DT NNS DT NN TO VB IN JJ NNS .",1
"JJ , JJ , CC JJ NN NNS CC NN NN WDT MD VB , VB , JJ , JJ , CC VB NNS CC NN WDT VBZ JJ TO NN NN NNS , NN NN , NN , CC NN , CC JJ JJ CC JJ NN , CC WDT VBZ JJ TO DT NN IN NN NNS TO VB NNS IN DT JJ CC JJR NN NN IN DT NNP JJ JJ CC JJ NNS .",1
DT NNS VBP DT `` JJ NN .,1
NNP VBD DT NN IN NNP .,1
"DT JJ NNS VBP DT NN IN DT NNS VBP NN IN DT NNP NNP CC JJ NNS ( JJ IN DT NNP NNP ) , CC VBP JJ NN NNS IN DT NN NNS IN NN .",1
VBG VBZ RB VBN IN DT NN CC EX VBP DT NNS .,1
"IN NN TO DT JJ NN , DT JJ NNS VBD VBN IN DT JJ NN .",1
"IN JJ JJ NNS VBD VBN , CC RB VBD TO VB PRP$ JJ NNS , PRP VBD RB VBN TO VB RB , RB CC RB IN JJ NNS .",1
JJ NNP NNP .,1
"DT NN VBZ VBN VBN IN DT NNP NNP NNP IN NNP NNP ( NNP ) IN DT JJ NN : `` NN VBZ VBN IN DT NN IN RB VBN NNS CC NNS WDT VBP JJ NNS CC VB NN IN NN , IN RB VBG JJ NNS CC NN NN IN DT NN TO DT NN IN JJS IN NN IN DT NN VBD VBG NN .",1
NNP POS NNS VBP VBN IN DT NNP NNP NNP CC DT NNP NNP NNS .,1
"IN NNP NNP NNP VBD , PRP$ NN VBD VBN IN CD TO CD IN NNP IN NNP NNP .",1
"IN DT NN , IN NNP CC NNP CD , NNP VBZ VBD IN DT JJ RB VBN NN NN ( `` NNP '' ) IN NNP NN .",1
POS NNP NN NNS VBP IN JJ NN .,1
"IN NNP CD , NNP VBD DT JJ CD NNS IN CD NNS IN DT NNP NNPS .",1
"NNP NNP , NNP NNP : NNP IN NNP .",1
DT NN RB NNS IN PRP$ NN IN DT NNP NNP NNP VBD JJ NN IN DT JJ NNP CC NN VBN TO VB DT CD NN NNS VBP PRP$ NN TO NNP NNP .,1
NNS VBZ RB JJ IN DT JJ NN RB VBN IN NNP IN DT NNP VBN IN NNP NNP NNP .,1
"IN DT NNP IN CD , DT NN VBD VBN IN JJ NNS TO VB DT JJ NN IN DT NNP .",1
NNP NNP NNP CD .,1
"IN DT CD JJ NNS , JJ JJ NNS VBN IN JJ NNS VBP VBN NNS IN NN IN JJ NN NNP ( JJ NN ) , VBG NNP , NNP , NNP , NNP , NNP , NNP , NNP , NNP , CC NNP .",1
IN NNP CC NNP IN NNP NNP '' DT NN IN DT NNP IN NNP VBZ JJ JJ NNS .,1
NNP CC NNP PRP .,1
"DT NNP NNP NNP NNP , NN IN DT NN , VBZ DT NNP NNPS CC NNP .",1
NN PRP VBP NNP NN VBD DT JJ NN IN DT CD NN NN NN IN DT JJ NN .,1
"JJ NNP NNP IN DT CD TO CD NN NNP NNP NNP IN DT CD TO CD NN NNP NNP NNP IN DT CD TO CD NN NNP NNP NNP VBG NNP NNP NNP NNPS IN DT JJ TO JJ NN NNP NNP NNP IN DT CD TO CD NN NNP NNP NNP NN CD NNP NN NN , VBD NNP NNP VBD IN DT JJ NNP NNP , NNP NNP NNP , JJ NNP , DT NNP NNP CC DT NNP NNP NNP .",1
"DT JJ NN VBD VBN IN DT RB JJ NNP NNP IN DT NN , JJ CC JJ NN .",1
"NNP NNP : DT NNS IN NNP , NNP NNP , NNP CD NNP ( JJ NNP : NNP NNP ) CC NNP IN DT NNP NN DT JJ NN IN DT NNP NNP IN NNP .",1
"DT NN VBZ IN DT JJ JJ NN IN PRP$ JJ NN , NNP .",1
NNP NN NNP NNP NNP NNP NNP NNP NNP VBZ DT NN IN DT NNP NNP .,1
JJ NNP NNP NN ( NNP ) NNP IN NNP CC NNP NNP ( NNP ) .,1
"IN DT NN IN NN IN NNP NNP NNP NNP , WP VBD IN CD , DT NNP VBD IN CD NNP CD IN NNP NNP NNP VBD VBN IN DT NN IN NNP NNP NNP IN NNP POS NN VBD DT NN .",1
"`` IN CD NNP CD , IN NNP VBD DT JJ NN IN NNP $ CD , PRP VBD DT NN IN NNS CC NN IN DT NNS .",1
DT NN VBD NN IN NNP NN CC NN .,1
NNP VBZ DT JJ NN NN ( CD CD ) IN NNS WDT VBD DT NN IN JJ NNS .,1
"PRP VBD RB VBN IN DT NN NN , RB IN DT NN NNS VBN IN NNP .",1
"IN CD , DT NN IN NN VBD VBN TO CD NNS , CC NN IN DT NN VBD RB JJ , IN DT NN IN NNS CC NNS VBG .",1
"IN CD , NNP VBD RP DT NN NNS NNP , WRB PRP VBD NN CC JJ NNS : DT VBD VBN IN CD JJ NNP IN NNP .",1
PRP VBD NNP NNS IN NNP TO VB DT NNS IN NNP IN DT NNP NNP .,1
"DT NNP NNP VBZ DT JJ NN , WDT VBZ IN PRP VBZ RB VBG DT NN IN JJ NN NN .",1
"DT VBZ VBN RB IN DT NN IN : NNP NNP , DT NNP NN IN DT CD , VBD IN DT NNP NN : `` DT NN JJ NNS JJ IN NNP : CC PRP RB VBP PRP WRB NN IN DT JJ NN , CC VBP IN PRP IN PRP VBZ NN , WDT VBZ PRP VBZ RB JJ IN PRP VBZ VBG .",1
"IN DT NN , NNP POS CD NNS IN NNP NNP VBP NNP NNP VBD VB DT NNP TO PRP$ JJ NN IN CD NNS .",1
PRP VBD RB JJ IN PRP$ NNP NNP .,1
IN CD NN IN NN NN VBZ IN DT NN NNS IN PRP$ JJ NN NN .,1
JJ VBD CD NNS IN DT NNP TO NNP IN NN IN DT NNP NNP VBG NNS IN NNP TO NNP .,1
